,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
16941,2020.0,6.0,Georgia,All Sexes,35-44 years,16.0,290.0,18.0,2.0,0.0,27.0
16943,2020.0,6.0,Georgia,All Sexes,45-54 years,44.0,569.0,42.0,18.0,0.0,68.0
16945,2020.0,6.0,Georgia,All Sexes,55-64 years,61.0,1197.0,77.0,26.0,0.0,112.0
16947,2020.0,6.0,Georgia,All Sexes,75-84 years,142.0,1769.0,146.0,66.0,0.0,222.0
16948,2020.0,6.0,Georgia,All Sexes,85 years and over,141.0,1789.0,130.0,44.0,0.0,227.0
16984,2020.0,7.0,Georgia,All Sexes,Under 1 year,8.0,76.0,0.0,0.0,0.0,1.0
16987,2020.0,7.0,Georgia,All Sexes,5-14 years,8.0,20.0,8.0,0.0,0.0,7.0
16988,2020.0,7.0,Georgia,All Sexes,15-24 years,4.0,121.0,5.0,8.0,0.0,2.0
16990,2020.0,7.0,Georgia,All Sexes,25-34 years,25.0,276.0,10.0,4.0,0.0,30.0
16992,2020.0,7.0,Georgia,All Sexes,35-44 years,54.0,385.0,32.0,20.0,0.0,66.0
16994,2020.0,7.0,Georgia,All Sexes,45-54 years,82.0,646.0,64.0,46.0,0.0,100.0
16996,2020.0,7.0,Georgia,All Sexes,55-64 years,207.0,1403.0,148.0,88.0,0.0,267.0
16998,2020.0,7.0,Georgia,All Sexes,75-84 years,335.0,2195.0,234.0,152.0,0.0,417.0
16999,2020.0,7.0,Georgia,All Sexes,85 years and over,296.0,2135.0,201.0,135.0,2.0,362.0
17035,2020.0,8.0,Georgia,All Sexes,Under 1 year,0.0,69.0,1.0,0.0,0.0,1.0
17038,2020.0,8.0,Georgia,All Sexes,5-14 years,8.0,17.0,1.0,0.0,0.0,8.0
17039,2020.0,8.0,Georgia,All Sexes,15-24 years,1.0,124.0,1.0,7.0,0.0,7.0
17041,2020.0,8.0,Georgia,All Sexes,25-34 years,10.0,236.0,4.0,5.0,0.0,13.0
17043,2020.0,8.0,Georgia,All Sexes,35-44 years,38.0,361.0,31.0,18.0,0.0,51.0
17045,2020.0,8.0,Georgia,All Sexes,45-54 years,111.0,653.0,76.0,57.0,0.0,130.0
17047,2020.0,8.0,Georgia,All Sexes,55-64 years,290.0,1480.0,221.0,156.0,0.0,355.0
17049,2020.0,8.0,Georgia,All Sexes,75-84 years,484.0,2322.0,353.0,252.0,3.0,587.0
17050,2020.0,8.0,Georgia,All Sexes,85 years and over,401.0,2253.0,251.0,174.0,0.0,478.0
17086,2020.0,9.0,Georgia,All Sexes,Under 1 year,0.0,55.0,0.0,0.0,0.0,0.0
17089,2020.0,9.0,Georgia,All Sexes,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
17090,2020.0,9.0,Georgia,All Sexes,15-24 years,8.0,115.0,2.0,5.0,0.0,7.0
17092,2020.0,9.0,Georgia,All Sexes,25-34 years,7.0,200.0,6.0,6.0,0.0,11.0
17094,2020.0,9.0,Georgia,All Sexes,35-44 years,17.0,292.0,13.0,6.0,0.0,25.0
17096,2020.0,9.0,Georgia,All Sexes,45-54 years,58.0,601.0,58.0,37.0,0.0,79.0
17098,2020.0,9.0,Georgia,All Sexes,55-64 years,151.0,1316.0,135.0,79.0,0.0,207.0
17100,2020.0,9.0,Georgia,All Sexes,75-84 years,258.0,2101.0,253.0,154.0,0.0,357.0
17101,2020.0,9.0,Georgia,All Sexes,85 years and over,182.0,1868.0,158.0,77.0,0.0,263.0
17137,2020.0,10.0,Georgia,All Sexes,Under 1 year,0.0,41.0,0.0,0.0,0.0,0.0
17140,2020.0,10.0,Georgia,All Sexes,5-14 years,0.0,20.0,0.0,0.0,0.0,0.0
17141,2020.0,10.0,Georgia,All Sexes,15-24 years,2.0,111.0,3.0,0.0,0.0,1.0
17143,2020.0,10.0,Georgia,All Sexes,25-34 years,8.0,196.0,8.0,1.0,4.0,10.0
17145,2020.0,10.0,Georgia,All Sexes,35-44 years,16.0,333.0,16.0,2.0,0.0,24.0
17147,2020.0,10.0,Georgia,All Sexes,45-54 years,37.0,576.0,33.0,17.0,0.0,53.0
17149,2020.0,10.0,Georgia,All Sexes,55-64 years,106.0,1291.0,95.0,55.0,0.0,146.0
17151,2020.0,10.0,Georgia,All Sexes,75-84 years,228.0,2064.0,213.0,128.0,0.0,313.0
17152,2020.0,10.0,Georgia,All Sexes,85 years and over,167.0,1986.0,156.0,74.0,0.0,249.0
17188,2020.0,11.0,Georgia,All Sexes,Under 1 year,0.0,50.0,6.0,0.0,0.0,3.0
17191,2020.0,11.0,Georgia,All Sexes,5-14 years,0.0,22.0,4.0,0.0,0.0,2.0
17192,2020.0,11.0,Georgia,All Sexes,15-24 years,4.0,107.0,2.0,8.0,0.0,1.0
17194,2020.0,11.0,Georgia,All Sexes,25-34 years,4.0,205.0,5.0,8.0,0.0,3.0
17196,2020.0,11.0,Georgia,All Sexes,35-44 years,15.0,289.0,14.0,6.0,6.0,24.0
17198,2020.0,11.0,Georgia,All Sexes,45-54 years,41.0,530.0,39.0,21.0,0.0,59.0
17200,2020.0,11.0,Georgia,All Sexes,55-64 years,111.0,1281.0,107.0,64.0,0.0,154.0
17202,2020.0,11.0,Georgia,All Sexes,75-84 years,296.0,2117.0,240.0,171.0,4.0,366.0
17203,2020.0,11.0,Georgia,All Sexes,85 years and over,243.0,2048.0,171.0,116.0,0.0,298.0
17239,2020.0,12.0,Georgia,All Sexes,Under 1 year,0.0,60.0,0.0,0.0,0.0,0.0
17242,2020.0,12.0,Georgia,All Sexes,5-14 years,2.0,20.0,0.0,0.0,0.0,2.0
17243,2020.0,12.0,Georgia,All Sexes,15-24 years,3.0,94.0,4.0,0.0,0.0,3.0
17245,2020.0,12.0,Georgia,All Sexes,25-34 years,13.0,186.0,6.0,1.0,4.0,15.0
17247,2020.0,12.0,Georgia,All Sexes,35-44 years,30.0,285.0,16.0,13.0,0.0,33.0
17249,2020.0,12.0,Georgia,All Sexes,45-54 years,96.0,656.0,76.0,52.0,0.0,120.0
17251,2020.0,12.0,Georgia,All Sexes,55-64 years,246.0,1479.0,199.0,139.0,0.0,306.0
17253,2020.0,12.0,Georgia,All Sexes,75-84 years,568.0,2651.0,430.0,324.0,6.0,675.0
17254,2020.0,12.0,Georgia,All Sexes,85 years and over,469.0,2537.0,327.0,242.0,0.0,554.0
17290,2021.0,1.0,Georgia,All Sexes,Under 1 year,0.0,32.0,0.0,0.0,0.0,0.0
17293,2021.0,1.0,Georgia,All Sexes,5-14 years,0.0,17.0,0.0,0.0,0.0,0.0
17294,2021.0,1.0,Georgia,All Sexes,15-24 years,5.0,77.0,7.0,4.0,0.0,8.0
17296,2021.0,1.0,Georgia,All Sexes,25-34 years,25.0,203.0,17.0,13.0,8.0,29.0
17298,2021.0,1.0,Georgia,All Sexes,35-44 years,63.0,340.0,42.0,32.0,0.0,73.0
17300,2021.0,1.0,Georgia,All Sexes,45-54 years,201.0,721.0,125.0,105.0,0.0,221.0
17302,2021.0,1.0,Georgia,All Sexes,55-64 years,526.0,1730.0,375.0,313.0,0.0,588.0
17304,2021.0,1.0,Georgia,All Sexes,75-84 years,1169.0,3322.0,810.0,683.0,0.0,1296.0
17305,2021.0,1.0,Georgia,All Sexes,85 years and over,896.0,3058.0,566.0,476.0,1.0,986.0
17341,2021.0,2.0,Georgia,All Sexes,Under 1 year,0.0,26.0,0.0,0.0,0.0,0.0
17344,2021.0,2.0,Georgia,All Sexes,5-14 years,3.0,14.0,0.0,0.0,0.0,1.0
17345,2021.0,2.0,Georgia,All Sexes,15-24 years,6.0,64.0,0.0,0.0,0.0,1.0
17347,2021.0,2.0,Georgia,All Sexes,25-34 years,2.0,123.0,3.0,6.0,0.0,2.0
17349,2021.0,2.0,Georgia,All Sexes,35-44 years,19.0,243.0,16.0,12.0,0.0,23.0
17351,2021.0,2.0,Georgia,All Sexes,45-54 years,88.0,502.0,67.0,49.0,0.0,106.0
17353,2021.0,2.0,Georgia,All Sexes,55-64 years,263.0,1214.0,206.0,168.0,5.0,303.0
17355,2021.0,2.0,Georgia,All Sexes,75-84 years,523.0,2207.0,410.0,312.0,0.0,621.0
17356,2021.0,2.0,Georgia,All Sexes,85 years and over,344.0,1990.0,227.0,155.0,0.0,416.0
17392,2021.0,3.0,Georgia,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
17395,2021.0,3.0,Georgia,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
17396,2021.0,3.0,Georgia,All Sexes,15-24 years,0.0,28.0,5.0,0.0,0.0,5.0
17398,2021.0,3.0,Georgia,All Sexes,25-34 years,7.0,45.0,6.0,6.0,0.0,5.0
17400,2021.0,3.0,Georgia,All Sexes,35-44 years,7.0,70.0,5.0,6.0,0.0,13.0
17402,2021.0,3.0,Georgia,All Sexes,45-54 years,20.0,217.0,22.0,11.0,0.0,31.0
17404,2021.0,3.0,Georgia,All Sexes,55-64 years,66.0,481.0,58.0,41.0,0.0,83.0
17406,2021.0,3.0,Georgia,All Sexes,75-84 years,105.0,905.0,103.0,67.0,0.0,141.0
17407,2021.0,3.0,Georgia,All Sexes,85 years and over,46.0,807.0,54.0,29.0,0.0,71.0
17443,2020.0,1.0,Hawaii,All Sexes,Under 1 year,0.0,3.0,2.0,0.0,0.0,4.0
17446,2020.0,1.0,Hawaii,All Sexes,5-14 years,0.0,4.0,7.0,0.0,8.0,7.0
17447,2020.0,1.0,Hawaii,All Sexes,15-24 years,0.0,8.0,8.0,0.0,0.0,3.0
17449,2020.0,1.0,Hawaii,All Sexes,25-34 years,0.0,14.0,0.0,0.0,0.0,0.0
17451,2020.0,1.0,Hawaii,All Sexes,35-44 years,0.0,34.0,8.0,0.0,0.0,8.0
17453,2020.0,1.0,Hawaii,All Sexes,45-54 years,0.0,50.0,6.0,0.0,0.0,1.0
17455,2020.0,1.0,Hawaii,All Sexes,55-64 years,0.0,129.0,3.0,0.0,0.0,8.0
17457,2020.0,1.0,Hawaii,All Sexes,75-84 years,0.0,214.0,15.0,0.0,8.0,17.0
17458,2020.0,1.0,Hawaii,All Sexes,85 years and over,0.0,415.0,35.0,0.0,2.0,36.0
17494,2020.0,2.0,Hawaii,All Sexes,Under 1 year,0.0,5.0,5.0,0.0,0.0,3.0
17497,2020.0,2.0,Hawaii,All Sexes,5-14 years,0.0,2.0,4.0,0.0,0.0,6.0
17498,2020.0,2.0,Hawaii,All Sexes,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
17500,2020.0,2.0,Hawaii,All Sexes,25-34 years,0.0,16.0,1.0,0.0,0.0,6.0
17502,2020.0,2.0,Hawaii,All Sexes,35-44 years,0.0,21.0,0.0,0.0,0.0,0.0
17504,2020.0,2.0,Hawaii,All Sexes,45-54 years,0.0,46.0,0.0,0.0,0.0,0.0
17506,2020.0,2.0,Hawaii,All Sexes,55-64 years,0.0,110.0,5.0,0.0,3.0,5.0
17508,2020.0,2.0,Hawaii,All Sexes,75-84 years,0.0,229.0,16.0,0.0,3.0,18.0
17509,2020.0,2.0,Hawaii,All Sexes,85 years and over,0.0,397.0,36.0,0.0,6.0,38.0
17545,2020.0,3.0,Hawaii,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
17548,2020.0,3.0,Hawaii,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
17549,2020.0,3.0,Hawaii,All Sexes,15-24 years,0.0,7.0,0.0,0.0,0.0,0.0
17551,2020.0,3.0,Hawaii,All Sexes,25-34 years,0.0,10.0,5.0,0.0,0.0,6.0
17553,2020.0,3.0,Hawaii,All Sexes,35-44 years,0.0,16.0,8.0,0.0,0.0,4.0
17555,2020.0,3.0,Hawaii,All Sexes,45-54 years,0.0,63.0,1.0,0.0,0.0,1.0
17557,2020.0,3.0,Hawaii,All Sexes,55-64 years,0.0,138.0,10.0,0.0,4.0,11.0
17559,2020.0,3.0,Hawaii,All Sexes,75-84 years,2.0,222.0,18.0,0.0,6.0,21.0
17560,2020.0,3.0,Hawaii,All Sexes,85 years and over,0.0,359.0,29.0,0.0,8.0,32.0
17596,2020.0,4.0,Hawaii,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
17599,2020.0,4.0,Hawaii,All Sexes,5-14 years,0.0,1.0,0.0,0.0,0.0,0.0
17600,2020.0,4.0,Hawaii,All Sexes,15-24 years,0.0,2.0,0.0,0.0,0.0,0.0
17602,2020.0,4.0,Hawaii,All Sexes,25-34 years,3.0,12.0,3.0,2.0,0.0,3.0
17604,2020.0,4.0,Hawaii,All Sexes,35-44 years,0.0,17.0,0.0,0.0,0.0,0.0
17606,2020.0,4.0,Hawaii,All Sexes,45-54 years,1.0,50.0,7.0,4.0,0.0,3.0
17608,2020.0,4.0,Hawaii,All Sexes,55-64 years,4.0,125.0,6.0,0.0,5.0,8.0
17610,2020.0,4.0,Hawaii,All Sexes,75-84 years,3.0,193.0,11.0,8.0,0.0,15.0
17611,2020.0,4.0,Hawaii,All Sexes,85 years and over,1.0,335.0,26.0,8.0,0.0,27.0
17647,2020.0,5.0,Hawaii,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
17650,2020.0,5.0,Hawaii,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
17651,2020.0,5.0,Hawaii,All Sexes,15-24 years,0.0,4.0,0.0,0.0,0.0,0.0
17653,2020.0,5.0,Hawaii,All Sexes,25-34 years,0.0,18.0,7.0,0.0,0.0,8.0
17655,2020.0,5.0,Hawaii,All Sexes,35-44 years,0.0,39.0,4.0,0.0,0.0,4.0
17657,2020.0,5.0,Hawaii,All Sexes,45-54 years,0.0,60.0,5.0,0.0,0.0,3.0
17659,2020.0,5.0,Hawaii,All Sexes,55-64 years,0.0,121.0,4.0,0.0,0.0,6.0
17661,2020.0,5.0,Hawaii,All Sexes,75-84 years,0.0,203.0,11.0,0.0,6.0,12.0
17662,2020.0,5.0,Hawaii,All Sexes,85 years and over,0.0,338.0,24.0,0.0,0.0,24.0
17698,2020.0,6.0,Hawaii,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
17701,2020.0,6.0,Hawaii,All Sexes,5-14 years,0.0,4.0,4.0,0.0,0.0,1.0
17702,2020.0,6.0,Hawaii,All Sexes,15-24 years,0.0,5.0,0.0,0.0,0.0,0.0
17704,2020.0,6.0,Hawaii,All Sexes,25-34 years,0.0,12.0,2.0,0.0,0.0,2.0
17706,2020.0,6.0,Hawaii,All Sexes,35-44 years,0.0,29.0,8.0,0.0,0.0,3.0
17708,2020.0,6.0,Hawaii,All Sexes,45-54 years,0.0,64.0,5.0,0.0,0.0,1.0
17710,2020.0,6.0,Hawaii,All Sexes,55-64 years,0.0,114.0,7.0,0.0,0.0,5.0
17712,2020.0,6.0,Hawaii,All Sexes,75-84 years,0.0,195.0,6.0,0.0,0.0,7.0
17713,2020.0,6.0,Hawaii,All Sexes,85 years and over,7.0,340.0,19.0,0.0,0.0,20.0
17749,2020.0,7.0,Hawaii,All Sexes,Under 1 year,0.0,6.0,0.0,0.0,0.0,0.0
17752,2020.0,7.0,Hawaii,All Sexes,5-14 years,0.0,1.0,0.0,0.0,0.0,0.0
17753,2020.0,7.0,Hawaii,All Sexes,15-24 years,0.0,5.0,0.0,0.0,0.0,0.0
17755,2020.0,7.0,Hawaii,All Sexes,25-34 years,0.0,20.0,0.0,0.0,0.0,0.0
17757,2020.0,7.0,Hawaii,All Sexes,35-44 years,3.0,25.0,0.0,0.0,0.0,7.0
17759,2020.0,7.0,Hawaii,All Sexes,45-54 years,7.0,57.0,7.0,0.0,0.0,4.0
17761,2020.0,7.0,Hawaii,All Sexes,55-64 years,0.0,115.0,5.0,0.0,0.0,3.0
17763,2020.0,7.0,Hawaii,All Sexes,75-84 years,0.0,200.0,4.0,0.0,0.0,6.0
17764,2020.0,7.0,Hawaii,All Sexes,85 years and over,3.0,338.0,21.0,6.0,0.0,24.0
17800,2020.0,8.0,Hawaii,All Sexes,Under 1 year,0.0,7.0,7.0,0.0,0.0,8.0
17803,2020.0,8.0,Hawaii,All Sexes,5-14 years,0.0,2.0,1.0,0.0,0.0,7.0
17804,2020.0,8.0,Hawaii,All Sexes,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
17806,2020.0,8.0,Hawaii,All Sexes,25-34 years,0.0,18.0,0.0,0.0,0.0,0.0
17808,2020.0,8.0,Hawaii,All Sexes,35-44 years,6.0,37.0,4.0,4.0,0.0,2.0
17810,2020.0,8.0,Hawaii,All Sexes,45-54 years,6.0,61.0,3.0,3.0,0.0,4.0
17812,2020.0,8.0,Hawaii,All Sexes,55-64 years,15.0,114.0,10.0,8.0,0.0,20.0
17814,2020.0,8.0,Hawaii,All Sexes,75-84 years,13.0,239.0,16.0,1.0,0.0,22.0
17815,2020.0,8.0,Hawaii,All Sexes,85 years and over,24.0,365.0,31.0,15.0,0.0,40.0
17851,2020.0,9.0,Hawaii,All Sexes,Under 1 year,0.0,6.0,0.0,0.0,0.0,0.0
17854,2020.0,9.0,Hawaii,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
17855,2020.0,9.0,Hawaii,All Sexes,15-24 years,0.0,5.0,0.0,0.0,0.0,0.0
17857,2020.0,9.0,Hawaii,All Sexes,25-34 years,6.0,19.0,5.0,7.0,0.0,1.0
17859,2020.0,9.0,Hawaii,All Sexes,35-44 years,7.0,32.0,0.0,0.0,0.0,8.0
17861,2020.0,9.0,Hawaii,All Sexes,45-54 years,3.0,50.0,5.0,5.0,0.0,8.0
17863,2020.0,9.0,Hawaii,All Sexes,55-64 years,18.0,114.0,14.0,10.0,0.0,22.0
17865,2020.0,9.0,Hawaii,All Sexes,75-84 years,26.0,231.0,18.0,10.0,0.0,34.0
17866,2020.0,9.0,Hawaii,All Sexes,85 years and over,43.0,385.0,33.0,17.0,0.0,59.0
17902,2020.0,10.0,Hawaii,All Sexes,Under 1 year,0.0,2.0,0.0,0.0,0.0,0.0
17905,2020.0,10.0,Hawaii,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
17906,2020.0,10.0,Hawaii,All Sexes,15-24 years,6.0,7.0,5.0,0.0,0.0,7.0
17908,2020.0,10.0,Hawaii,All Sexes,25-34 years,0.0,13.0,5.0,0.0,0.0,4.0
17910,2020.0,10.0,Hawaii,All Sexes,35-44 years,6.0,33.0,7.0,6.0,0.0,7.0
17912,2020.0,10.0,Hawaii,All Sexes,45-54 years,1.0,55.0,8.0,5.0,0.0,2.0
17914,2020.0,10.0,Hawaii,All Sexes,55-64 years,13.0,108.0,13.0,4.0,0.0,17.0
17916,2020.0,10.0,Hawaii,All Sexes,75-84 years,18.0,221.0,19.0,8.0,0.0,28.0
17917,2020.0,10.0,Hawaii,All Sexes,85 years and over,18.0,369.0,25.0,8.0,2.0,39.0
17953,2020.0,11.0,Hawaii,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
17956,2020.0,11.0,Hawaii,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
17957,2020.0,11.0,Hawaii,All Sexes,15-24 years,8.0,11.0,0.0,0.0,0.0,4.0
17959,2020.0,11.0,Hawaii,All Sexes,25-34 years,0.0,12.0,0.0,0.0,0.0,0.0
17961,2020.0,11.0,Hawaii,All Sexes,35-44 years,6.0,24.0,0.0,0.0,0.0,1.0
17963,2020.0,11.0,Hawaii,All Sexes,45-54 years,4.0,42.0,5.0,0.0,0.0,5.0
17965,2020.0,11.0,Hawaii,All Sexes,55-64 years,8.0,129.0,2.0,1.0,0.0,10.0
17967,2020.0,11.0,Hawaii,All Sexes,75-84 years,11.0,199.0,20.0,7.0,0.0,23.0
17968,2020.0,11.0,Hawaii,All Sexes,85 years and over,6.0,351.0,25.0,1.0,0.0,25.0
18004,2020.0,12.0,Hawaii,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
18007,2020.0,12.0,Hawaii,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
18008,2020.0,12.0,Hawaii,All Sexes,15-24 years,4.0,4.0,5.0,8.0,0.0,4.0
18010,2020.0,12.0,Hawaii,All Sexes,25-34 years,0.0,19.0,0.0,0.0,0.0,0.0
18012,2020.0,12.0,Hawaii,All Sexes,35-44 years,7.0,23.0,8.0,1.0,0.0,5.0
18014,2020.0,12.0,Hawaii,All Sexes,45-54 years,3.0,47.0,6.0,8.0,0.0,5.0
18016,2020.0,12.0,Hawaii,All Sexes,55-64 years,3.0,119.0,2.0,8.0,0.0,7.0
18018,2020.0,12.0,Hawaii,All Sexes,75-84 years,1.0,224.0,20.0,7.0,0.0,23.0
18019,2020.0,12.0,Hawaii,All Sexes,85 years and over,1.0,344.0,25.0,7.0,0.0,27.0
18055,2021.0,1.0,Hawaii,All Sexes,Under 1 year,0.0,13.0,0.0,0.0,0.0,0.0
18058,2021.0,1.0,Hawaii,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
18059,2021.0,1.0,Hawaii,All Sexes,15-24 years,0.0,7.0,0.0,0.0,0.0,0.0
18061,2021.0,1.0,Hawaii,All Sexes,25-34 years,7.0,21.0,1.0,0.0,0.0,5.0
18063,2021.0,1.0,Hawaii,All Sexes,35-44 years,6.0,28.0,7.0,6.0,0.0,2.0
18065,2021.0,1.0,Hawaii,All Sexes,45-54 years,5.0,50.0,5.0,0.0,0.0,6.0
18067,2021.0,1.0,Hawaii,All Sexes,55-64 years,5.0,138.0,8.0,6.0,0.0,11.0
18069,2021.0,1.0,Hawaii,All Sexes,75-84 years,4.0,202.0,18.0,7.0,0.0,19.0
18070,2021.0,1.0,Hawaii,All Sexes,85 years and over,17.0,335.0,27.0,1.0,0.0,36.0
18106,2021.0,2.0,Hawaii,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
18109,2021.0,2.0,Hawaii,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
18110,2021.0,2.0,Hawaii,All Sexes,15-24 years,0.0,4.0,6.0,0.0,0.0,3.0
18112,2021.0,2.0,Hawaii,All Sexes,25-34 years,0.0,20.0,8.0,0.0,0.0,4.0
18114,2021.0,2.0,Hawaii,All Sexes,35-44 years,0.0,24.0,0.0,0.0,0.0,0.0
18116,2021.0,2.0,Hawaii,All Sexes,45-54 years,0.0,50.0,8.0,0.0,0.0,6.0
18118,2021.0,2.0,Hawaii,All Sexes,55-64 years,7.0,131.0,10.0,5.0,0.0,10.0
18120,2021.0,2.0,Hawaii,All Sexes,75-84 years,5.0,194.0,15.0,1.0,0.0,15.0
18121,2021.0,2.0,Hawaii,All Sexes,85 years and over,2.0,363.0,21.0,8.0,0.0,24.0
18157,2021.0,3.0,Hawaii,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
18160,2021.0,3.0,Hawaii,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
18161,2021.0,3.0,Hawaii,All Sexes,15-24 years,0.0,8.0,0.0,0.0,0.0,0.0
18163,2021.0,3.0,Hawaii,All Sexes,25-34 years,0.0,1.0,0.0,0.0,0.0,0.0
18165,2021.0,3.0,Hawaii,All Sexes,35-44 years,0.0,14.0,8.0,0.0,0.0,8.0
18167,2021.0,3.0,Hawaii,All Sexes,45-54 years,0.0,34.0,0.0,0.0,0.0,0.0
18169,2021.0,3.0,Hawaii,All Sexes,55-64 years,2.0,59.0,1.0,7.0,0.0,4.0
18171,2021.0,3.0,Hawaii,All Sexes,75-84 years,0.0,143.0,4.0,0.0,0.0,5.0
18172,2021.0,3.0,Hawaii,All Sexes,85 years and over,8.0,231.0,13.0,6.0,0.0,13.0
18208,2020.0,1.0,Idaho,All Sexes,Under 1 year,0.0,6.0,0.0,0.0,0.0,0.0
18211,2020.0,1.0,Idaho,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
18212,2020.0,1.0,Idaho,All Sexes,15-24 years,0.0,11.0,2.0,0.0,0.0,3.0
18214,2020.0,1.0,Idaho,All Sexes,25-34 years,0.0,19.0,0.0,0.0,0.0,0.0
18216,2020.0,1.0,Idaho,All Sexes,35-44 years,0.0,26.0,0.0,0.0,0.0,0.0
18218,2020.0,1.0,Idaho,All Sexes,45-54 years,0.0,61.0,7.0,0.0,2.0,3.0
18220,2020.0,1.0,Idaho,All Sexes,55-64 years,0.0,142.0,8.0,0.0,7.0,10.0
18222,2020.0,1.0,Idaho,All Sexes,75-84 years,0.0,341.0,29.0,0.0,0.0,29.0
18223,2020.0,1.0,Idaho,All Sexes,85 years and over,0.0,393.0,22.0,0.0,3.0,23.0
18259,2020.0,2.0,Idaho,All Sexes,Under 1 year,0.0,12.0,0.0,0.0,0.0,0.0
18262,2020.0,2.0,Idaho,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
18263,2020.0,2.0,Idaho,All Sexes,15-24 years,0.0,13.0,0.0,0.0,5.0,2.0
18265,2020.0,2.0,Idaho,All Sexes,25-34 years,0.0,20.0,0.0,0.0,0.0,0.0
18267,2020.0,2.0,Idaho,All Sexes,35-44 years,0.0,28.0,6.0,0.0,8.0,1.0
18269,2020.0,2.0,Idaho,All Sexes,45-54 years,0.0,70.0,4.0,0.0,0.0,3.0
18271,2020.0,2.0,Idaho,All Sexes,55-64 years,0.0,137.0,11.0,0.0,1.0,13.0
18273,2020.0,2.0,Idaho,All Sexes,75-84 years,0.0,297.0,17.0,0.0,0.0,17.0
18274,2020.0,2.0,Idaho,All Sexes,85 years and over,0.0,382.0,22.0,0.0,7.0,25.0
18310,2020.0,3.0,Idaho,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
18313,2020.0,3.0,Idaho,All Sexes,5-14 years,0.0,8.0,0.0,0.0,0.0,0.0
18314,2020.0,3.0,Idaho,All Sexes,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
18316,2020.0,3.0,Idaho,All Sexes,25-34 years,0.0,26.0,0.0,0.0,0.0,0.0
18318,2020.0,3.0,Idaho,All Sexes,35-44 years,0.0,36.0,4.0,0.0,7.0,6.0
18320,2020.0,3.0,Idaho,All Sexes,45-54 years,0.0,66.0,8.0,0.0,0.0,8.0
18322,2020.0,3.0,Idaho,All Sexes,55-64 years,6.0,148.0,12.0,0.0,2.0,16.0
18324,2020.0,3.0,Idaho,All Sexes,75-84 years,5.0,369.0,15.0,4.0,1.0,18.0
18325,2020.0,3.0,Idaho,All Sexes,85 years and over,6.0,398.0,24.0,6.0,4.0,27.0
18361,2020.0,4.0,Idaho,All Sexes,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0
18364,2020.0,4.0,Idaho,All Sexes,5-14 years,0.0,1.0,0.0,0.0,0.0,0.0
18365,2020.0,4.0,Idaho,All Sexes,15-24 years,0.0,17.0,1.0,0.0,0.0,5.0
18367,2020.0,4.0,Idaho,All Sexes,25-34 years,0.0,17.0,0.0,0.0,0.0,0.0
18369,2020.0,4.0,Idaho,All Sexes,35-44 years,0.0,34.0,0.0,0.0,0.0,0.0
18371,2020.0,4.0,Idaho,All Sexes,45-54 years,0.0,52.0,2.0,0.0,0.0,2.0
18373,2020.0,4.0,Idaho,All Sexes,55-64 years,8.0,145.0,7.0,0.0,0.0,7.0
18375,2020.0,4.0,Idaho,All Sexes,75-84 years,18.0,317.0,23.0,3.0,0.0,35.0
18376,2020.0,4.0,Idaho,All Sexes,85 years and over,25.0,354.0,17.0,6.0,0.0,35.0
18412,2020.0,5.0,Idaho,All Sexes,Under 1 year,0.0,13.0,0.0,0.0,0.0,0.0
