,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
33001,2020.0,6.0,New Mexico,All Sexes,5-14 years,0.0,8.0,0.0,0.0,0.0,0.0
33002,2020.0,6.0,New Mexico,All Sexes,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
33004,2020.0,6.0,New Mexico,All Sexes,25-34 years,4.0,84.0,2.0,6.0,0.0,3.0
33006,2020.0,6.0,New Mexico,All Sexes,35-44 years,2.0,80.0,3.0,6.0,0.0,4.0
33008,2020.0,6.0,New Mexico,All Sexes,45-54 years,13.0,142.0,12.0,5.0,0.0,16.0
33010,2020.0,6.0,New Mexico,All Sexes,55-64 years,24.0,261.0,19.0,13.0,0.0,30.0
33012,2020.0,6.0,New Mexico,All Sexes,75-84 years,25.0,378.0,31.0,5.0,0.0,47.0
33013,2020.0,6.0,New Mexico,All Sexes,85 years and over,26.0,463.0,32.0,7.0,0.0,50.0
33049,2020.0,7.0,New Mexico,All Sexes,Under 1 year,0.0,3.0,0.0,0.0,0.0,0.0
33052,2020.0,7.0,New Mexico,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
33053,2020.0,7.0,New Mexico,All Sexes,15-24 years,0.0,45.0,0.0,0.0,0.0,0.0
33055,2020.0,7.0,New Mexico,All Sexes,25-34 years,4.0,73.0,7.0,3.0,0.0,4.0
33057,2020.0,7.0,New Mexico,All Sexes,35-44 years,3.0,105.0,2.0,8.0,0.0,6.0
33059,2020.0,7.0,New Mexico,All Sexes,45-54 years,13.0,123.0,4.0,8.0,0.0,15.0
33061,2020.0,7.0,New Mexico,All Sexes,55-64 years,26.0,219.0,19.0,13.0,0.0,32.0
33063,2020.0,7.0,New Mexico,All Sexes,75-84 years,40.0,417.0,32.0,18.0,0.0,54.0
33064,2020.0,7.0,New Mexico,All Sexes,85 years and over,31.0,478.0,28.0,10.0,0.0,49.0
33100,2020.0,8.0,New Mexico,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
33103,2020.0,8.0,New Mexico,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
33104,2020.0,8.0,New Mexico,All Sexes,15-24 years,0.0,22.0,0.0,0.0,0.0,0.0
33106,2020.0,8.0,New Mexico,All Sexes,25-34 years,3.0,86.0,6.0,6.0,0.0,1.0
33108,2020.0,8.0,New Mexico,All Sexes,35-44 years,2.0,94.0,2.0,6.0,0.0,7.0
33110,2020.0,8.0,New Mexico,All Sexes,45-54 years,6.0,148.0,11.0,2.0,0.0,13.0
33112,2020.0,8.0,New Mexico,All Sexes,55-64 years,13.0,221.0,13.0,7.0,0.0,21.0
33114,2020.0,8.0,New Mexico,All Sexes,75-84 years,33.0,422.0,27.0,17.0,0.0,43.0
33115,2020.0,8.0,New Mexico,All Sexes,85 years and over,15.0,418.0,24.0,4.0,0.0,31.0
33151,2020.0,9.0,New Mexico,All Sexes,Under 1 year,0.0,6.0,0.0,0.0,0.0,0.0
33154,2020.0,9.0,New Mexico,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
33155,2020.0,9.0,New Mexico,All Sexes,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
33157,2020.0,9.0,New Mexico,All Sexes,25-34 years,2.0,82.0,7.0,4.0,0.0,1.0
33159,2020.0,9.0,New Mexico,All Sexes,35-44 years,8.0,80.0,5.0,5.0,0.0,4.0
33161,2020.0,9.0,New Mexico,All Sexes,45-54 years,3.0,122.0,1.0,5.0,0.0,3.0
33163,2020.0,9.0,New Mexico,All Sexes,55-64 years,7.0,226.0,23.0,1.0,0.0,25.0
33165,2020.0,9.0,New Mexico,All Sexes,75-84 years,11.0,370.0,18.0,5.0,0.0,24.0
33166,2020.0,9.0,New Mexico,All Sexes,85 years and over,11.0,406.0,17.0,7.0,0.0,22.0
33202,2020.0,10.0,New Mexico,All Sexes,Under 1 year,0.0,2.0,0.0,0.0,0.0,0.0
33205,2020.0,10.0,New Mexico,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
33206,2020.0,10.0,New Mexico,All Sexes,15-24 years,7.0,28.0,1.0,4.0,0.0,8.0
33208,2020.0,10.0,New Mexico,All Sexes,25-34 years,5.0,64.0,4.0,3.0,0.0,5.0
33210,2020.0,10.0,New Mexico,All Sexes,35-44 years,2.0,99.0,7.0,8.0,0.0,3.0
33212,2020.0,10.0,New Mexico,All Sexes,45-54 years,13.0,121.0,16.0,10.0,0.0,19.0
33214,2020.0,10.0,New Mexico,All Sexes,55-64 years,22.0,260.0,30.0,14.0,0.0,38.0
33216,2020.0,10.0,New Mexico,All Sexes,75-84 years,41.0,421.0,55.0,25.0,0.0,71.0
33217,2020.0,10.0,New Mexico,All Sexes,85 years and over,37.0,455.0,35.0,17.0,0.0,55.0
33253,2020.0,11.0,New Mexico,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
33256,2020.0,11.0,New Mexico,All Sexes,5-14 years,6.0,6.0,4.0,8.0,0.0,5.0
33257,2020.0,11.0,New Mexico,All Sexes,15-24 years,1.0,21.0,5.0,5.0,0.0,4.0
33259,2020.0,11.0,New Mexico,All Sexes,25-34 years,3.0,79.0,8.0,4.0,0.0,11.0
33261,2020.0,11.0,New Mexico,All Sexes,35-44 years,29.0,120.0,19.0,18.0,0.0,30.0
33263,2020.0,11.0,New Mexico,All Sexes,45-54 years,60.0,144.0,49.0,45.0,0.0,64.0
33265,2020.0,11.0,New Mexico,All Sexes,55-64 years,102.0,306.0,70.0,57.0,0.0,115.0
33267,2020.0,11.0,New Mexico,All Sexes,75-84 years,203.0,583.0,116.0,93.0,4.0,226.0
33268,2020.0,11.0,New Mexico,All Sexes,85 years and over,179.0,626.0,104.0,78.0,0.0,205.0
33304,2020.0,12.0,New Mexico,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
33307,2020.0,12.0,New Mexico,All Sexes,5-14 years,0.0,8.0,0.0,0.0,0.0,0.0
33308,2020.0,12.0,New Mexico,All Sexes,15-24 years,1.0,25.0,7.0,2.0,0.0,1.0
33310,2020.0,12.0,New Mexico,All Sexes,25-34 years,13.0,80.0,4.0,1.0,0.0,13.0
33312,2020.0,12.0,New Mexico,All Sexes,35-44 years,29.0,119.0,22.0,18.0,0.0,33.0
33314,2020.0,12.0,New Mexico,All Sexes,45-54 years,64.0,158.0,42.0,37.0,0.0,69.0
33316,2020.0,12.0,New Mexico,All Sexes,55-64 years,148.0,388.0,97.0,82.0,0.0,163.0
33318,2020.0,12.0,New Mexico,All Sexes,75-84 years,268.0,709.0,160.0,132.0,0.0,296.0
33319,2020.0,12.0,New Mexico,All Sexes,85 years and over,245.0,725.0,117.0,94.0,0.0,268.0
33355,2021.0,1.0,New Mexico,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
33358,2021.0,1.0,New Mexico,All Sexes,5-14 years,0.0,1.0,0.0,0.0,0.0,0.0
33359,2021.0,1.0,New Mexico,All Sexes,15-24 years,8.0,34.0,0.0,0.0,0.0,7.0
33361,2021.0,1.0,New Mexico,All Sexes,25-34 years,13.0,64.0,4.0,8.0,0.0,13.0
33363,2021.0,1.0,New Mexico,All Sexes,35-44 years,17.0,95.0,13.0,11.0,0.0,19.0
33365,2021.0,1.0,New Mexico,All Sexes,45-54 years,47.0,150.0,25.0,23.0,0.0,49.0
33367,2021.0,1.0,New Mexico,All Sexes,55-64 years,110.0,322.0,73.0,62.0,0.0,121.0
33369,2021.0,1.0,New Mexico,All Sexes,75-84 years,167.0,571.0,99.0,74.0,4.0,193.0
33370,2021.0,1.0,New Mexico,All Sexes,85 years and over,127.0,530.0,68.0,47.0,0.0,148.0
33406,2021.0,2.0,New Mexico,All Sexes,Under 1 year,0.0,8.0,0.0,0.0,0.0,0.0
33409,2021.0,2.0,New Mexico,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
33410,2021.0,2.0,New Mexico,All Sexes,15-24 years,0.0,16.0,0.0,0.0,0.0,0.0
33412,2021.0,2.0,New Mexico,All Sexes,25-34 years,2.0,49.0,2.0,6.0,0.0,4.0
33414,2021.0,2.0,New Mexico,All Sexes,35-44 years,6.0,59.0,1.0,8.0,0.0,10.0
33416,2021.0,2.0,New Mexico,All Sexes,45-54 years,13.0,108.0,14.0,7.0,0.0,19.0
33418,2021.0,2.0,New Mexico,All Sexes,55-64 years,52.0,194.0,41.0,34.0,0.0,59.0
33420,2021.0,2.0,New Mexico,All Sexes,75-84 years,53.0,366.0,36.0,22.0,0.0,67.0
33421,2021.0,2.0,New Mexico,All Sexes,85 years and over,49.0,400.0,32.0,18.0,0.0,63.0
33457,2021.0,3.0,New Mexico,All Sexes,Under 1 year,0.0,1.0,0.0,0.0,0.0,0.0
33460,2021.0,3.0,New Mexico,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
33461,2021.0,3.0,New Mexico,All Sexes,15-24 years,0.0,4.0,0.0,0.0,0.0,0.0
33463,2021.0,3.0,New Mexico,All Sexes,25-34 years,3.0,17.0,1.0,2.0,0.0,6.0
33465,2021.0,3.0,New Mexico,All Sexes,35-44 years,6.0,23.0,1.0,7.0,0.0,6.0
33467,2021.0,3.0,New Mexico,All Sexes,45-54 years,5.0,46.0,8.0,6.0,0.0,6.0
33469,2021.0,3.0,New Mexico,All Sexes,55-64 years,14.0,106.0,13.0,10.0,0.0,17.0
33471,2021.0,3.0,New Mexico,All Sexes,75-84 years,21.0,194.0,14.0,4.0,0.0,26.0
33472,2021.0,3.0,New Mexico,All Sexes,85 years and over,10.0,238.0,13.0,8.0,0.0,17.0
33508,2020.0,1.0,New York,All Sexes,Under 1 year,0.0,47.0,8.0,0.0,0.0,7.0
33511,2020.0,1.0,New York,All Sexes,5-14 years,0.0,11.0,0.0,0.0,8.0,8.0
33512,2020.0,1.0,New York,All Sexes,15-24 years,0.0,64.0,4.0,0.0,0.0,4.0
33514,2020.0,1.0,New York,All Sexes,25-34 years,0.0,148.0,4.0,0.0,0.0,1.0
33516,2020.0,1.0,New York,All Sexes,35-44 years,0.0,179.0,6.0,0.0,6.0,6.0
33518,2020.0,1.0,New York,All Sexes,45-54 years,0.0,411.0,18.0,0.0,2.0,21.0
33520,2020.0,1.0,New York,All Sexes,55-64 years,0.0,974.0,62.0,0.0,11.0,73.0
33522,2020.0,1.0,New York,All Sexes,75-84 years,0.0,2240.0,190.0,0.0,17.0,207.0
33523,2020.0,1.0,New York,All Sexes,85 years and over,0.0,3465.0,354.0,0.0,17.0,371.0
33559,2020.0,2.0,New York,All Sexes,Under 1 year,0.0,48.0,0.0,0.0,0.0,0.0
33562,2020.0,2.0,New York,All Sexes,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0
33563,2020.0,2.0,New York,All Sexes,15-24 years,0.0,54.0,1.0,0.0,0.0,4.0
33565,2020.0,2.0,New York,All Sexes,25-34 years,0.0,129.0,5.0,0.0,4.0,2.0
33567,2020.0,2.0,New York,All Sexes,35-44 years,6.0,182.0,7.0,0.0,4.0,10.0
33569,2020.0,2.0,New York,All Sexes,45-54 years,0.0,355.0,15.0,0.0,3.0,19.0
33571,2020.0,2.0,New York,All Sexes,55-64 years,7.0,968.0,67.0,2.0,13.0,80.0
33573,2020.0,2.0,New York,All Sexes,75-84 years,0.0,2006.0,172.0,0.0,20.0,192.0
33574,2020.0,2.0,New York,All Sexes,85 years and over,0.0,3208.0,287.0,0.0,23.0,310.0
33610,2020.0,3.0,New York,All Sexes,Under 1 year,0.0,33.0,6.0,0.0,0.0,6.0
33613,2020.0,3.0,New York,All Sexes,5-14 years,0.0,10.0,3.0,0.0,2.0,2.0
33614,2020.0,3.0,New York,All Sexes,15-24 years,4.0,76.0,8.0,6.0,6.0,4.0
33616,2020.0,3.0,New York,All Sexes,25-34 years,5.0,170.0,10.0,7.0,7.0,13.0
33618,2020.0,3.0,New York,All Sexes,35-44 years,22.0,222.0,15.0,7.0,4.0,30.0
33620,2020.0,3.0,New York,All Sexes,45-54 years,42.0,439.0,52.0,25.0,8.0,71.0
33622,2020.0,3.0,New York,All Sexes,55-64 years,93.0,1164.0,141.0,47.0,10.0,196.0
33624,2020.0,3.0,New York,All Sexes,75-84 years,175.0,2457.0,352.0,120.0,15.0,422.0
33625,2020.0,3.0,New York,All Sexes,85 years and over,214.0,3788.0,490.0,122.0,31.0,612.0
33661,2020.0,4.0,New York,All Sexes,Under 1 year,0.0,40.0,0.0,0.0,0.0,0.0
33664,2020.0,4.0,New York,All Sexes,5-14 years,0.0,6.0,0.0,0.0,0.0,0.0
33665,2020.0,4.0,New York,All Sexes,15-24 years,7.0,55.0,3.0,5.0,0.0,11.0
33667,2020.0,4.0,New York,All Sexes,25-34 years,40.0,215.0,25.0,19.0,0.0,46.0
33669,2020.0,4.0,New York,All Sexes,35-44 years,112.0,321.0,66.0,56.0,0.0,122.0
33671,2020.0,4.0,New York,All Sexes,45-54 years,330.0,740.0,198.0,170.0,2.0,359.0
33673,2020.0,4.0,New York,All Sexes,55-64 years,874.0,1920.0,567.0,467.0,7.0,977.0
33675,2020.0,4.0,New York,All Sexes,75-84 years,1895.0,4274.0,1210.0,963.0,1.0,2148.0
33676,2020.0,4.0,New York,All Sexes,85 years and over,2494.0,6675.0,1637.0,1197.0,14.0,2939.0
33712,2020.0,5.0,New York,All Sexes,Under 1 year,0.0,35.0,0.0,0.0,0.0,0.0
33715,2020.0,5.0,New York,All Sexes,5-14 years,5.0,18.0,8.0,7.0,0.0,2.0
33716,2020.0,5.0,New York,All Sexes,15-24 years,2.0,65.0,5.0,2.0,0.0,6.0
33718,2020.0,5.0,New York,All Sexes,25-34 years,20.0,194.0,10.0,8.0,0.0,21.0
33720,2020.0,5.0,New York,All Sexes,35-44 years,37.0,280.0,23.0,15.0,0.0,45.0
33722,2020.0,5.0,New York,All Sexes,45-54 years,111.0,537.0,72.0,52.0,4.0,132.0
33724,2020.0,5.0,New York,All Sexes,55-64 years,304.0,1254.0,199.0,137.0,6.0,366.0
33726,2020.0,5.0,New York,All Sexes,75-84 years,638.0,2545.0,450.0,298.0,0.0,790.0
33727,2020.0,5.0,New York,All Sexes,85 years and over,1066.0,3896.0,662.0,421.0,7.0,1308.0
33763,2020.0,6.0,New York,All Sexes,Under 1 year,0.0,39.0,0.0,0.0,0.0,0.0
33766,2020.0,6.0,New York,All Sexes,5-14 years,0.0,15.0,0.0,0.0,0.0,0.0
33767,2020.0,6.0,New York,All Sexes,15-24 years,0.0,92.0,3.0,0.0,0.0,2.0
33769,2020.0,6.0,New York,All Sexes,25-34 years,6.0,159.0,3.0,1.0,0.0,4.0
33771,2020.0,6.0,New York,All Sexes,35-44 years,1.0,222.0,13.0,6.0,0.0,17.0
33773,2020.0,6.0,New York,All Sexes,45-54 years,21.0,443.0,34.0,11.0,0.0,44.0
33775,2020.0,6.0,New York,All Sexes,55-64 years,69.0,961.0,91.0,35.0,0.0,125.0
33777,2020.0,6.0,New York,All Sexes,75-84 years,160.0,1949.0,192.0,63.0,0.0,289.0
33778,2020.0,6.0,New York,All Sexes,85 years and over,233.0,2809.0,280.0,85.0,0.0,428.0
33814,2020.0,7.0,New York,All Sexes,Under 1 year,0.0,42.0,0.0,0.0,0.0,0.0
33817,2020.0,7.0,New York,All Sexes,5-14 years,0.0,4.0,8.0,0.0,0.0,7.0
33818,2020.0,7.0,New York,All Sexes,15-24 years,3.0,89.0,3.0,0.0,0.0,5.0
33820,2020.0,7.0,New York,All Sexes,25-34 years,0.0,157.0,3.0,0.0,0.0,2.0
33822,2020.0,7.0,New York,All Sexes,35-44 years,2.0,241.0,4.0,2.0,0.0,6.0
33824,2020.0,7.0,New York,All Sexes,45-54 years,8.0,439.0,20.0,4.0,0.0,23.0
33826,2020.0,7.0,New York,All Sexes,55-64 years,20.0,1019.0,53.0,8.0,0.0,65.0
33828,2020.0,7.0,New York,All Sexes,75-84 years,61.0,1957.0,148.0,17.0,0.0,192.0
33829,2020.0,7.0,New York,All Sexes,85 years and over,97.0,2745.0,236.0,29.0,0.0,304.0
33865,2020.0,8.0,New York,All Sexes,Under 1 year,0.0,33.0,0.0,0.0,0.0,0.0
33868,2020.0,8.0,New York,All Sexes,5-14 years,0.0,16.0,0.0,0.0,0.0,0.0
33869,2020.0,8.0,New York,All Sexes,15-24 years,2.0,86.0,6.0,0.0,0.0,3.0
33871,2020.0,8.0,New York,All Sexes,25-34 years,1.0,179.0,7.0,3.0,0.0,8.0
33873,2020.0,8.0,New York,All Sexes,35-44 years,2.0,256.0,8.0,0.0,0.0,5.0
33875,2020.0,8.0,New York,All Sexes,45-54 years,1.0,412.0,18.0,4.0,0.0,25.0
33877,2020.0,8.0,New York,All Sexes,55-64 years,10.0,983.0,47.0,6.0,0.0,54.0
33879,2020.0,8.0,New York,All Sexes,75-84 years,38.0,1950.0,161.0,12.0,0.0,187.0
33880,2020.0,8.0,New York,All Sexes,85 years and over,58.0,2703.0,185.0,22.0,0.0,221.0
33916,2020.0,9.0,New York,All Sexes,Under 1 year,0.0,39.0,8.0,0.0,0.0,4.0
33919,2020.0,9.0,New York,All Sexes,5-14 years,0.0,4.0,0.0,0.0,0.0,0.0
33920,2020.0,9.0,New York,All Sexes,15-24 years,7.0,83.0,3.0,0.0,0.0,2.0
33922,2020.0,9.0,New York,All Sexes,25-34 years,0.0,156.0,4.0,0.0,0.0,8.0
33924,2020.0,9.0,New York,All Sexes,35-44 years,0.0,233.0,5.0,0.0,0.0,4.0
33926,2020.0,9.0,New York,All Sexes,45-54 years,1.0,380.0,22.0,2.0,0.0,23.0
33928,2020.0,9.0,New York,All Sexes,55-64 years,13.0,982.0,60.0,3.0,0.0,70.0
33930,2020.0,9.0,New York,All Sexes,75-84 years,36.0,1930.0,160.0,14.0,2.0,183.0
33931,2020.0,9.0,New York,All Sexes,85 years and over,41.0,2892.0,247.0,15.0,0.0,273.0
33967,2020.0,10.0,New York,All Sexes,Under 1 year,0.0,44.0,0.0,0.0,0.0,0.0
33970,2020.0,10.0,New York,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
33971,2020.0,10.0,New York,All Sexes,15-24 years,0.0,55.0,8.0,0.0,0.0,7.0
33973,2020.0,10.0,New York,All Sexes,25-34 years,4.0,171.0,6.0,0.0,0.0,1.0
33975,2020.0,10.0,New York,All Sexes,35-44 years,3.0,237.0,2.0,0.0,0.0,1.0
33977,2020.0,10.0,New York,All Sexes,45-54 years,12.0,406.0,20.0,7.0,0.0,27.0
33979,2020.0,10.0,New York,All Sexes,55-64 years,27.0,1017.0,70.0,3.0,0.0,90.0
33981,2020.0,10.0,New York,All Sexes,75-84 years,78.0,2063.0,157.0,25.0,0.0,210.0
33982,2020.0,10.0,New York,All Sexes,85 years and over,98.0,3137.0,232.0,28.0,1.0,303.0
34018,2020.0,11.0,New York,All Sexes,Under 1 year,7.0,45.0,0.0,0.0,0.0,3.0
34021,2020.0,11.0,New York,All Sexes,5-14 years,5.0,6.0,0.0,0.0,0.0,5.0
34022,2020.0,11.0,New York,All Sexes,15-24 years,6.0,60.0,4.0,0.0,0.0,7.0
34024,2020.0,11.0,New York,All Sexes,25-34 years,1.0,154.0,5.0,2.0,0.0,11.0
34026,2020.0,11.0,New York,All Sexes,35-44 years,3.0,231.0,11.0,2.0,0.0,17.0
34028,2020.0,11.0,New York,All Sexes,45-54 years,24.0,369.0,20.0,4.0,0.0,37.0
34030,2020.0,11.0,New York,All Sexes,55-64 years,57.0,1061.0,77.0,19.0,0.0,115.0
34032,2020.0,11.0,New York,All Sexes,75-84 years,259.0,2290.0,247.0,97.0,0.0,409.0
34033,2020.0,11.0,New York,All Sexes,85 years and over,398.0,3446.0,376.0,126.0,4.0,652.0
34069,2020.0,12.0,New York,All Sexes,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
34072,2020.0,12.0,New York,All Sexes,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
34073,2020.0,12.0,New York,All Sexes,15-24 years,4.0,58.0,7.0,3.0,0.0,5.0
34075,2020.0,12.0,New York,All Sexes,25-34 years,11.0,174.0,11.0,2.0,0.0,18.0
34077,2020.0,12.0,New York,All Sexes,35-44 years,23.0,222.0,14.0,7.0,0.0,28.0
34079,2020.0,12.0,New York,All Sexes,45-54 years,62.0,458.0,41.0,25.0,0.0,78.0
34081,2020.0,12.0,New York,All Sexes,55-64 years,243.0,1236.0,168.0,125.0,0.0,286.0
34083,2020.0,12.0,New York,All Sexes,75-84 years,869.0,3097.0,542.0,357.0,6.0,1056.0
34084,2020.0,12.0,New York,All Sexes,85 years and over,1360.0,4669.0,666.0,420.0,8.0,1606.0
34120,2021.0,1.0,New York,All Sexes,Under 1 year,0.0,38.0,0.0,0.0,0.0,0.0
34123,2021.0,1.0,New York,All Sexes,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
34124,2021.0,1.0,New York,All Sexes,15-24 years,5.0,64.0,3.0,6.0,0.0,8.0
34126,2021.0,1.0,New York,All Sexes,25-34 years,11.0,185.0,11.0,6.0,0.0,15.0
34128,2021.0,1.0,New York,All Sexes,35-44 years,34.0,275.0,19.0,10.0,0.0,43.0
34130,2021.0,1.0,New York,All Sexes,45-54 years,108.0,533.0,61.0,48.0,0.0,121.0
34132,2021.0,1.0,New York,All Sexes,55-64 years,347.0,1349.0,221.0,162.0,5.0,407.0
34134,2021.0,1.0,New York,All Sexes,75-84 years,1223.0,3326.0,714.0,535.0,5.0,1404.0
34135,2021.0,1.0,New York,All Sexes,85 years and over,1834.0,5154.0,911.0,650.0,7.0,2096.0
34171,2021.0,2.0,New York,All Sexes,Under 1 year,8.0,45.0,0.0,0.0,0.0,3.0
34174,2021.0,2.0,New York,All Sexes,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0
34175,2021.0,2.0,New York,All Sexes,15-24 years,2.0,51.0,8.0,0.0,0.0,2.0
34177,2021.0,2.0,New York,All Sexes,25-34 years,8.0,128.0,2.0,2.0,0.0,2.0
34179,2021.0,2.0,New York,All Sexes,35-44 years,18.0,222.0,3.0,2.0,0.0,20.0
34181,2021.0,2.0,New York,All Sexes,45-54 years,72.0,441.0,44.0,33.0,0.0,83.0
34183,2021.0,2.0,New York,All Sexes,55-64 years,237.0,1112.0,156.0,113.0,0.0,280.0
34185,2021.0,2.0,New York,All Sexes,75-84 years,641.0,2583.0,430.0,289.0,0.0,782.0
34186,2021.0,2.0,New York,All Sexes,85 years and over,742.0,3458.0,508.0,294.0,6.0,958.0
34222,2021.0,3.0,New York,All Sexes,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
34225,2021.0,3.0,New York,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
34226,2021.0,3.0,New York,All Sexes,15-24 years,8.0,41.0,6.0,3.0,0.0,7.0
34228,2021.0,3.0,New York,All Sexes,25-34 years,4.0,106.0,5.0,7.0,0.0,8.0
34230,2021.0,3.0,New York,All Sexes,35-44 years,3.0,164.0,3.0,5.0,0.0,11.0
34232,2021.0,3.0,New York,All Sexes,45-54 years,38.0,296.0,25.0,17.0,0.0,46.0
34234,2021.0,3.0,New York,All Sexes,55-64 years,113.0,771.0,103.0,61.0,0.0,155.0
34236,2021.0,3.0,New York,All Sexes,75-84 years,204.0,1627.0,191.0,90.0,0.0,305.0
34237,2021.0,3.0,New York,All Sexes,85 years and over,253.0,2309.0,257.0,102.0,0.0,408.0
34273,2020.0,1.0,New York City,All Sexes,Under 1 year,0.0,31.0,0.0,0.0,0.0,0.0
34276,2020.0,1.0,New York City,All Sexes,5-14 years,0.0,10.0,7.0,0.0,0.0,1.0
34277,2020.0,1.0,New York City,All Sexes,15-24 years,0.0,38.0,0.0,0.0,0.0,0.0
34279,2020.0,1.0,New York City,All Sexes,25-34 years,0.0,120.0,2.0,0.0,7.0,7.0
34281,2020.0,1.0,New York City,All Sexes,35-44 years,0.0,178.0,10.0,0.0,7.0,11.0
34283,2020.0,1.0,New York City,All Sexes,45-54 years,0.0,304.0,15.0,0.0,2.0,21.0
34285,2020.0,1.0,New York City,All Sexes,55-64 years,0.0,677.0,58.0,0.0,15.0,73.0
34287,2020.0,1.0,New York City,All Sexes,75-84 years,0.0,1195.0,103.0,0.0,14.0,117.0
34288,2020.0,1.0,New York City,All Sexes,85 years and over,0.0,1588.0,166.0,0.0,17.0,183.0
34324,2020.0,2.0,New York City,All Sexes,Under 1 year,0.0,42.0,4.0,0.0,0.0,5.0
34327,2020.0,2.0,New York City,All Sexes,5-14 years,0.0,12.0,0.0,0.0,6.0,7.0
34328,2020.0,2.0,New York City,All Sexes,15-24 years,0.0,32.0,8.0,0.0,0.0,8.0
34330,2020.0,2.0,New York City,All Sexes,25-34 years,0.0,114.0,1.0,0.0,0.0,2.0
34332,2020.0,2.0,New York City,All Sexes,35-44 years,0.0,134.0,1.0,0.0,5.0,7.0
34334,2020.0,2.0,New York City,All Sexes,45-54 years,0.0,269.0,21.0,0.0,5.0,24.0
34336,2020.0,2.0,New York City,All Sexes,55-64 years,0.0,638.0,44.0,0.0,6.0,52.0
34338,2020.0,2.0,New York City,All Sexes,75-84 years,0.0,1093.0,104.0,0.0,12.0,116.0
34339,2020.0,2.0,New York City,All Sexes,85 years and over,0.0,1482.0,131.0,0.0,21.0,152.0
34375,2020.0,3.0,New York City,All Sexes,Under 1 year,0.0,34.0,0.0,0.0,0.0,0.0
34378,2020.0,3.0,New York City,All Sexes,5-14 years,3.0,3.0,3.0,0.0,7.0,5.0
34379,2020.0,3.0,New York City,All Sexes,15-24 years,5.0,40.0,3.0,4.0,2.0,2.0
34381,2020.0,3.0,New York City,All Sexes,25-34 years,30.0,121.0,15.0,5.0,0.0,36.0
34383,2020.0,3.0,New York City,All Sexes,35-44 years,80.0,265.0,31.0,21.0,1.0,92.0
34385,2020.0,3.0,New York City,All Sexes,45-54 years,196.0,555.0,124.0,80.0,16.0,243.0
34387,2020.0,3.0,New York City,All Sexes,55-64 years,340.0,1186.0,217.0,140.0,33.0,424.0
34389,2020.0,3.0,New York City,All Sexes,75-84 years,555.0,2097.0,443.0,246.0,26.0,761.0
34390,2020.0,3.0,New York City,All Sexes,85 years and over,442.0,2567.0,424.0,188.0,16.0,688.0
34426,2020.0,4.0,New York City,All Sexes,Under 1 year,3.0,30.0,4.0,0.0,0.0,4.0
34429,2020.0,4.0,New York City,All Sexes,5-14 years,3.0,11.0,0.0,0.0,7.0,6.0
34430,2020.0,4.0,New York City,All Sexes,15-24 years,20.0,80.0,4.0,8.0,4.0,23.0
34432,2020.0,4.0,New York City,All Sexes,25-34 years,114.0,229.0,48.0,40.0,11.0,122.0
34434,2020.0,4.0,New York City,All Sexes,35-44 years,344.0,539.0,121.0,107.0,22.0,360.0
34436,2020.0,4.0,New York City,All Sexes,45-54 years,951.0,1378.0,358.0,326.0,85.0,984.0
34438,2020.0,4.0,New York City,All Sexes,55-64 years,2306.0,3228.0,967.0,860.0,168.0,2419.0
34440,2020.0,4.0,New York City,All Sexes,75-84 years,3942.0,6092.0,1824.0,1575.0,152.0,4192.0
34441,2020.0,4.0,New York City,All Sexes,85 years and over,3580.0,7175.0,1610.0,1356.0,128.0,3837.0
34477,2020.0,5.0,New York City,All Sexes,Under 1 year,7.0,32.0,0.0,0.0,0.0,2.0
34480,2020.0,5.0,New York City,All Sexes,5-14 years,1.0,3.0,0.0,0.0,0.0,6.0
34481,2020.0,5.0,New York City,All Sexes,15-24 years,6.0,37.0,7.0,8.0,0.0,7.0
34483,2020.0,5.0,New York City,All Sexes,25-34 years,17.0,132.0,7.0,1.0,0.0,19.0
